alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding,s3_image_url
Occupational therapy,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/occupational-therapy.png,Download (In the Box),,,./images/occupational-therapy.png,"This is a picture about occupational therapy. At the top, in big, bold, black letters, it says ""occupational therapy"". Underneath, there's a circle that shows some of the things people might do in occupational therapy. Inside the circle, there is a picture of a person in a wheelchair working with a flower, a bathtub, a painting, and a plate with a spoon. This shows how occupational therapy can help people do everyday activities like painting, eating, and using the bathroom.",Symbol,"[ 0.01937923  0.00060828 -0.03270907 ... -0.02389597 -0.02443707
 -0.02910204]",https://easyread-app.s3.amazonaws.com/images/occupational-therapy_bba88dcee5884fe8a2f54e6e3d9dd317.png
Occupational therapyist,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/02/occupational-therapy-V3.png,Download (In the Box),,,./images/occupational-therapy-V3.png,"An image with the text ""occupational therapy"" at the top. Below the text is a diagram illustrating various occupational therapy activities, including: a person in a wheelchair tending to a potted plant, a bathtub, a plate and spoon, and painting. These activities are arranged in a circular pattern with arrows indicating a cycle. To the right of the cycle, there are two therapists with white shirts and green pants standing side by side. The image represents the cyclical and holistic nature of occupational therapy.",Illustration,"[ 0.01918295 -0.01922942 -0.04986665 ... -0.03449013  0.0002904
 -0.03060235]",https://easyread-app.s3.amazonaws.com/images/occupational-therapy-V3_03ca2462682f484f96cf7885655095fa.png
Occupational therapyist name,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/occupational-therapyist-name.png,Download (In the Box),,,./images/occupational-therapyist-name.png,"An image promoting occupational therapy features the text 'occupational therapist name' in large, bold letters. Below the text, there's a circular frame containing illustrations related to occupational therapy activities. These include a person in a wheelchair potting a plant at a table, a bathtub, a plate with a spoon, and art supplies like brushes, paint, and a painting of a landscape. To the right of the circle, there are two occupational therapists represented. A male therapist with blonde hair is facing a female therapist with brown hair, and green arrows indicate a therapeutic exchange between them. Both therapists wear 'staff' identification badges.",Healthcare,"[ 0.02491337 -0.00420824 -0.048097   ... -0.03246062 -0.0089102
 -0.02894862]",https://easyread-app.s3.amazonaws.com/images/occupational-therapyist-name_b6c3ffcb566843d6b068b19182b043c1.png
occupational therapyist V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/06/occupational-therapyist-V2.png,Download (In the Box),,,./images/occupational-therapyist-V2.png,"This picture shows the words ""occupational therapist"" in big, bold letters at the top. Underneath, there's a circle with drawings that show things occupational therapists help people do, like exercising on a bike, cooking, and eating healthy food. Next to the circle, there are two people wearing staff badges, who are occupational therapists.",healthcare,"[ 0.04531978  0.01030143 -0.03871394 ... -0.01752853  0.00546686
 -0.03733015]",https://easyread-app.s3.amazonaws.com/images/occupational-therapyist-V2_0619c4e2951a40cf8ccb9c4037300626.png
Office,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/office.png,Download (In the Box),,,./images/office.png,"A cartoon image depicts an office scene. At the top, the word ""office"" is written in bold black letters. Below the text, a light-skinned man in a grey suit and blue shirt sits behind a brown desk. On the desk, there's a black telephone to the left and a computer with a monitor and keyboard to the right. The background is white, and the entire image is framed by a thick black border.",Office Environment,"[ 0.03004662  0.00634764 -0.02784121 ... -0.01862982 -0.02563297
 -0.03163389]",https://easyread-app.s3.amazonaws.com/images/office_ebf0e3f2c0d84be1ac58e9c75f965ed1.png
Office (general),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/office-general.png,Download (In the Box),,,./images/office-general.png,"A cartoon-style image depicting a general office setting. Two people, a man and a woman, are sitting at separate brown desks. Each desk has a black rotary dial telephone, a computer monitor, and a keyboard. The man is wearing a blue shirt and has light skin, while the woman is wearing a red shirt and has brown skin. Above the desks, in large, bold black letters, is the text ""general office."" The image is bordered by a thick black line.",Workplace,"[ 0.01549708  0.00594083 -0.05630114 ... -0.00669325 -0.03487058
 -0.04213729]",https://easyread-app.s3.amazonaws.com/images/office-general_67ba04f8dc96402db2a1f638ff4e7945.png
Office lighting,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/office-lighting.png,Download (In the Box),,,./images/office-lighting.png,"This is a cartoon illustration depicting office lighting. The image shows an empty office room with a light fixture hanging from the ceiling. The text ""office lighting"" is written in bold black letters at the top of the image. The walls are a mix of beige and brown. A brown door with a blue window is on the left side of the room. The floor is gray. The light fixture is orange and is emitting yellow light rays. The image is enclosed in a thick white border with a thin black outline.",Illustration,"[ 0.01190329  0.0074268  -0.03846004 ... -0.03877581 -0.05397722
 -0.01704945]",https://easyread-app.s3.amazonaws.com/images/office-lighting_8ba0d9ff575b4cf3814db2937deb0d77.png
Office V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/office-2.png,Download (In the Box),,,./images/office-2.png,"The image, labeled ""Office V2,"" depicts a cartoon representation of an office setting. The word ""office"" is prominently displayed in bold, black letters at the top of the image. Below this, six individuals are shown seated at desks, arranged in two rows of three. Each person has a desk, a computer, and a telephone. The individuals are diverse in appearance, with varying skin tones, hairstyles, and clothing colors. The desks are brown with black accents and rounded corners, and the backgrounds are a plain white color.",Workplace,"[ 0.02042139 -0.00477497 -0.03332466 ... -0.02218141 -0.03575752
 -0.02704741]",https://easyread-app.s3.amazonaws.com/images/office-2_1e2b48cb393143f4a537d1c076f95463.png
Oil burner,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/oil-burner.png,Download (In the Box),,,./images/oil-burner.png,"A square image with a thick black border shows a cartoon-style drawing of an oil burner on a white background. The words 'oil burner' are written in large, bold, black text at the top. The oil burner itself is a cylindrical beige container with a rounded opening at the bottom. Inside this opening, a small gray candle with a burning yellow and orange flame is visible. At the top of the container, there is a small pool of blue liquid, from which wisps of gray smoke rise.",Household Items,"[ 0.01261845  0.01750985 -0.01098175 ... -0.01990123 -0.02407434
 -0.02475919]",https://easyread-app.s3.amazonaws.com/images/oil-burner_45f3aa05c91245bfb76f93f91dfd6cbd.png
ok,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/ok.png,Download (In the Box),,,./images/ok.png,"A cartoon image shows a hand making the 'ok' gesture. The hand is light brown with black outlines, wearing an orange sleeve. Above the hand, the text 'ok' is written in bold black letters. The image is bordered with a thick orange frame and a thin black line.",Signs and Symbols,"[ 0.01759939  0.01283394 -0.0263385  ... -0.02402961 -0.04111762
 -0.01129853]",https://easyread-app.s3.amazonaws.com/images/ok_bed8ba3d2f8f45539aa6596d35465345.png
ok orange,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/ok-orange.png,Download (In the Box),,,./images/ok-orange.png,"A cartoon image on a white background framed with an orange border. At the top, the word ""ok"" is written in bold black letters. Below it is a cartoon drawing of a person's face, colored orange with black outlines. The face has simple features: round eyes, a curved nose, and a straight mouth. The person has short, neatly styled orange hair. At the bottom of the image, there's an orange square outline.",clipart,"[ 0.01715793  0.00661309 -0.01737236 ... -0.00343446 -0.02351161
 -0.02479318]",https://easyread-app.s3.amazonaws.com/images/ok-orange_1f9fbc2c217e40c5b698308fcf5ed29c.png
Ok when things go wrong,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/ok-when-things-go-wrong.png,Download (In the Box),,,./images/ok-when-things-go-wrong.png,"A cartoon image with a white background and a black border. At the top, large black text reads ""ok when things go wrong"". Below, a cartoon woman stands with a neutral expression, wearing a yellow long-sleeve shirt and a green skirt with black boots. She is looking at and pointing with a downward green arrow towards a shattered white mug. Above her head, there are two grey thought clouds. A larger thought bubble shows her face with an angry expression, crossed out with red lines. This image aims to convey the concept of being okay when things go wrong.",Social Skills,"[ 0.02706888 -0.01167879 -0.04412073 ... -0.00181093 -0.03476302
 -0.02784258]",https://easyread-app.s3.amazonaws.com/images/ok-when-things-go-wrong_40f9119c649e406e81dba7e5d8b57f0b.png
Olive oil,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/olive-oil.png,Download (In the Box),,,./images/olive-oil.png,"An image featuring a bottle of olive oil. The bottle is filled with yellow oil and has a label that also reads ""olive oil."" The words ""olive oil"" are printed in bold black letters at the top of the image. The entire image is framed by a black border.",Food & Drink,"[ 0.01512411  0.00485711 -0.00965323 ... -0.01238977 -0.02967029
 -0.00621311]",https://easyread-app.s3.amazonaws.com/images/olive-oil_17236b7c0fc34911a1aa83696bfcba77.png
Olive oil spread,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/olive-oil-spread.png,Download (In the Box),,,./images/olive-oil-spread.png,"A cartoon-style illustration of a tub of olive oil spread. The tub is rectangular with a clear lid, filled with a yellow spread. A gray knife is inserted into the spread. The tub has a green base and a label on the side with the text 'olive oil spread' written on it, along with olive branches and black olives on the label. The text 'olive oil spread' is written in bold black letters at the top of the image. The image is contained within a thick black square border.",Food Illustration,"[ 0.00827289  0.01159592 -0.02100056 ... -0.04473846 -0.02839172
 -0.01981636]",https://easyread-app.s3.amazonaws.com/images/olive-oil-spread_db8cf88138b54e069990b316a4fd96c1.png
On a stretcher,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/03/on-a-stretcher.png,Download (In the Box),,,./images/on-a-stretcher.png,"A cartoon image of a person lying on a stretcher. The person has dark skin and is covered by a blue blanket. The stretcher is orange, gray, and silver. The phrase ""on a stretcher"" is written in large, bold, black letters at the top of the image. The background is white with a black border.",Medical,"[ 0.01852966  0.01491094 -0.02925022 ... -0.02409791 -0.01909194
 -0.02700577]",https://easyread-app.s3.amazonaws.com/images/on-a-stretcher_0b001048812f41c0a606e8ed2d3499c9.png
