alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding
marjoram,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/marjoram.png,Download (In the Box),,,./images/marjoram.png,"A cartoon drawing on a white background with a thick black border shows a bottle of marjoram spice with a pile of loose marjoram next to it. The bottle is clear with a black cap and a red label that reads ""spice"" in yellow letters and ""margoram"" in white letters. The marjoram inside the bottle and the loose marjoram are both a light brownish-green color. Above the bottle, the word ""marjoram"" is written in large, black, sans-serif letters.",food,"[ 0.04743168 -0.00269326 -0.00559281 ... -0.0102306  -0.04915044
  0.00442786]"
market stall,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/market-stall.png,Download (In the Box),,,./images/market-stall.png,"The image shows a colorful illustration of a market stall. The stall has a striped red and white awning and a wooden table supported by black legs. The table is filled with wooden crates overflowing with fresh produce: oranges, eggplants, apples, carrots, cauliflower, and bananas. The word ""market"" is written in large, bold black letters above the stall. The illustration is framed by a thick black border.",Illustration,"[ 0.02978285 -0.02265708 -0.01308754 ... -0.01317382 -0.0162217
 -0.0043452 ]"
market stall V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/market-stall-V2.png,Download (In the Box),,,./images/market-stall-V2.png,A cartoon illustration of a market stall. The stall is made of black poles holding up a striped red and white awning.  There is a dark brown wooden table with six yellow wooden crates piled on top. The word 'market' is written in large black letters above the stall. The image is in a black frame.,object,"[ 0.02148498 -0.00287378 -0.02040513 ... -0.02501978 -0.0201769
  0.00084436]"
market stall V3,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/market-stall-V3.png,Download (In the Box),,,./images/market-stall-V3.png,"An illustration of a market stall with a red and white striped awning above a wooden countertop. The stall is supported by black poles with circular bases. Above the awning, the word ""market"" is written in bold, black letters. The image is set against a white background, framed by a thick black border. This image is intended to be suitable for easy reading.",Objects,"[ 0.01633438 -0.01221014 -0.02694634 ... -0.00086187 -0.01346806
 -0.00485913]"
mash potatoes,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/mash-potatoes.png,Download (In the Box),,,./images/mash-potatoes.png,"The image is a drawing of a bowl of steaming mashed potatoes with a potato masher and potatoes next to it. The words ""mash potatoes"" appear above it in bold letters. The drawing is bordered by a black line.",Food,"[ 0.0504639  -0.00807055 -0.0119357  ... -0.00531533  0.00036816
 -0.01262438]"
massage,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/massage.png,Download (In the Box),,,./images/massage.png,"The image shows a cartoon of a massage scene. The word 'massage' is written in large, bold, black letters at the top of the image. Below the text, a person is lying face down on a massage table with a light blue cover. They are wearing red shorts. A massage therapist stands next to the table, giving the person a massage on their back. The therapist is wearing a purple short-sleeved shirt and has brown hair. The massage table has a silver frame and legs, and black stoppers at the end of each leg. The background is white, and a black border surrounds the entire image.",Healthcare,"[ 0.02749873  0.00129885 -0.03265065 ... -0.01941905 -0.03321411
 -0.01920631]"
mat exercises,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/mat-exercises.png,Download (In the Box),,,./images/mat-exercises.png,"The image shows a poster with the words ""mat exercises"" in large, black, bold font at the top. Below the text, there are three illustrations of people doing different exercises on blue mats. On the left, a woman with brown hair and a yellow tank top is sitting cross-legged in a yoga pose. On the upper right, a man with short black hair and a grey tank top is doing a push-up, with a green arrow pointing upward near his head. On the lower center, a man with short black hair and a grey tank top is doing a sit-up, with a green dotted arrow indicating the motion. The image is surrounded by a black border.",clipart,"[ 0.04141791 -0.01349429 -0.05981365 ... -0.02878506 -0.0357893
 -0.01913953]"
mate crime,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/mate-crime.png,Download (In the Box),,,./images/mate-crime.png,"The image shows two cartoon men standing side-by-side with their arms around each other. Above them, in bold black letters, is the text ""mate crime"". The man on the left has fair skin, brown hair, and wears a yellow shirt. He has a simple, friendly smile. The man on the right has darker skin, black hair, and wears a green shirt. He has a mischievous grin and a slightly sideways glance. The entire image is contained within a black square border.",Social Issues,"[ 0.02807192 -0.00618401 -0.02472151 ... -0.00184956 -0.01680128
 -0.01481813]"
maternity,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/maternity.png,Download (In the Box),,,./images/maternity.png,"This is a cartoon-style image inside a black-bordered square. The background is white, and at the top, in large, bold, black letters, is the word ""maternity"". Below the word, there are two cartoon figures of women. On the left is a woman in a long orange dress, with a rounded belly indicating pregnancy. She has blonde hair and is touching her belly. On the right is a woman, also with blonde hair, wearing a long-sleeved purple top and an orange skirt. She is holding a baby wrapped in a tan-colored blanket, with the baby's face visible.",Illustration,"[ 0.01304997  0.00201791 -0.0320785  ... -0.01305983 -0.03748875
 -0.03133427]"
maternity V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/maternity-V2.png,Download (In the Box),,,./images/maternity-V2.png,"The image is a cartoon drawing against a white background, featuring a woman in two stages of maternity, accompanied by the word ""maternity"" in large, bold black letters at the top. Both figures of the woman are similarly styled with light skin, wide eyes, brown hair, a green long-sleeved top, a purple skirt, and black shoes. The figure on the left depicts the woman pregnant, with an image of a fetus inside her stomach outlined by a pink circle. Her arms are extended to the sides. The figure on the right shows the woman holding a swaddled baby, wearing the same outfit. The figures are outlined in black, and a black border surrounds the entire image.",Illustrations and Clip Art,"[ 0.00545418 -0.00874809 -0.03670277 ... -0.01371648 -0.04063058
 -0.03766274]"
matron uniform NON WARD STAFF,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/matron-uniform-NON-WARD-STAFF.png,Download (In the Box),,,./images/matron-uniform-NON-WARD-STAFF.png,"A cartoon picture of a woman wearing a dark blue uniform with red trim. The word 'matron' is written in large, black letters above her head. The picture has a thick black border.",Occupations,"[ 0.02868802 -0.01213405 -0.04022618 ... -0.00327841 -0.02313022
  0.01820228]"
matters arising,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/matters-arising.png,Download (In the Box),,,./images/matters-arising.png,"A cartoon-style image with a black border. At the top is the text ""matters arising"" in large black letters. Below is an image of a group of people sitting around a round table, with a door to the left and a sign labeled ""matters arising"" to the right. One person is in a wheelchair. Above the people, there is a thought bubble showing images of calendars and people. A green arrow connects the meeting attendees to the sign 'matters arising'.",Illustration,"[ 0.04772757 -0.00432227 -0.02720503 ... -0.00683076 -0.00683831
 -0.01288489]"
mayonnaise,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/mayonnaise.png,Download (In the Box),,,./images/mayonnaise.png,"A cartoon-style illustration shows a jar of mayonnaise against a white background framed by a thick black border. The word ""mayonnaise"" is written in large, bold, black letters at the top. The jar itself is filled with a pale yellow substance, and its lid and accents are blue. A yellow label with a blue border on the jar also reads ""mayonnaise"" in white letters.",Food Illustration,"[ 0.02967549  0.00366844  0.00389805 ... -0.00491973 -0.03358357
 -0.00812546]"
meal choices,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/10/meal-choices.png,Download (In the Box),,,./images/meal-choices.png,"A cartoon image showing a person with dark hair and brown skin, seemingly contemplating meal options. Above the person's head, there are two thought bubbles containing plates of food. The thought bubble on the left depicts a plate with salmon, potatoes, and broccoli. The one on the right shows a plate with an egg, fries, and two sausages. The words 'meal choices' are written in bold black letters at the top of the image. The entire composition is framed within a black border on a white background.",Food & Nutrition,"[ 0.01992947 -0.00311127 -0.00905179 ... -0.01654926 -0.04528776
 -0.02112757]"
measles,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/06/measles-2.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/06/measles-1.png,Download (Outside the Box),./images/measles-2.png,"A drawing of a person with a rash, labeled ""measles"". The person is standing with their arms outstretched, wearing orange shorts. Red spots are scattered across their face, neck, chest, and arms. The word ""measles"" is written in large, bold black letters at the top of the image. The drawing is on a white background with a thick black border.",Medical Illustration,"[ 0.03780433 -0.00537173 -0.03036023 ... -0.01191108 -0.03377139
 -0.01993916]"
measles V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/06/measles-V2-2.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/06/measles-V2-1.png,Download (Outside the Box),./images/measles-V2-2.png,"A cartoon style illustration showing a woman with measles. The word ""measles"" is written in large, bold, black letters at the top of the image. The woman has light brown skin, brown hair, and wears an orange bikini top and shorts. She is covered in small red spots, representing the measles rash, on her face, neck, chest, arms, and hands. Her expression is neutral, with wide eyes and a slightly concerned look. The background is white, and the image is framed with a thick black border.",Medical Illustration,"[ 0.03446095 -0.01235911 -0.03510582 ... -0.01369848 -0.05864326
 -0.02804276]"
